"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Running","Run","","0.5","","2023-03-11","","5018.77001953125","275","372","520.392","","0.525081098079681","2.65499997138977","","174","","152","163","","","0.694499616579227","24.97","6","11","15","0","0","","","","","","28","0","0","0","0","","","","","","",""
"Bike Aerobic Speed","Bike","","2.5","","2023-03-11","","81766.2578125","174","328","1628.971","","2.58761024475098","8.77700042724609","","78","","138","160","","","0.714424586564938","127.53","2","102","50","0","0","","","","","","102","41","9","1","2","","","","","","",""
"Aerobic Bike","Bike","","2.33333333333333","","2023-03-12","","30586.4609375","165","260","598.963","","1.0063089132309","8.44200038909912","","78","","124","134","","","0.652044689279516","42.36","2","59","0","0","0","","","","","","58","1","0","0","0","","","","","","",""
"Lap Swimming","Swim","","0.75","2000","2023-03-13","","2700","","","","","0.867125002543132","0.862619808306709","","21","","144","163","","","0.8798259733733","59.06","15","7","28","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Bike","Bike","","1","","2023-03-13","","30641.380859375","168","291","612.127","","1.00660610198975","8.45499992370605","","77","","126","140","","","0.672885003351745","45.31","2","58","0","0","0","","","","","","54","5","1","0","0","","","","","","",""
"Zwift - 5K Loop in Watopia","Run","","0.5","","2023-03-13","","3347.38989257813","0","0","","","0.338055551052094","2.75","","0","","133","142","","","0.728052521705448","19.61","20","0","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Speed","Bike","","1.33333333333333","","2023-03-14","","40169.078125","173","276","925.507","","1.47927749156952","7.54199981689453","","71","","133","159","","","0.772991617780338","79.77","5","57","27","0","0","","","","","","52","6","7","19","4","","","","","","",""
"Lap Swimming","Swim","","0.75","2000","2023-03-15","","2800","","","","","0.966587781906128","0.8","","22","","124","150","","","0.818524066980572","53.01","54","0","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Bike","Bike","","0.666666666666667","","2023-03-16","","21510.330078125","173","285","417.857","","0.670899212360382","8.9060001373291","","78","","125","140","","","0.682867321676136","30.88","1","39","0","0","0","","","","","","36","3","0","0","0","","","","","","",""
"Running","Run","","0.666666666666667","","2023-03-16","","6603.990234375","271","365","683.881","","0.700791418552399","2.61800003051758","","170","","141","157","","","0.691468762031753","33.17","32","9","1","0","0","","","","","","37","0","0","0","0","","","","","","",""
"Lap Swimming","Swim","","0.75","2000","2023-03-17","","3200","","","","","1.06808805889554","0.827943078913325","","23","","131","159","","","0.846559800544273","64.8","50","6","3","0","0","","","","","","","","","","","","","","","","",""
"Running","Run","","0.5","","2023-03-18","","5009.22021484375","270","394","508.347","","0.521910548210144","2.66599988937378","","176","","148","157","","","0.680089218137131","23.78","6","23","2","0","0","","","","","","24","0","0","0","0","","","","","","",""
"Bike Aerobic Speed","Bike","","3","","2023-03-18","","89118.5234375","175","357","1981.924","","3.13032031059265","7.90799999237061","","78","","138","158","","","0.722256156553976","156.35","2","133","51","0","0","","","","","","122","45","17","2","3","","","","","","",""
"Aerobic Bike","Bike","","2.5","","2023-03-19","","72617.65625","171","352","1588.528","","2.56791186332703","7.85500001907349","","79","","131","148","","","0.685544720371461","117.46","5","147","1","0","0","","","","","","137","11","2","1","2","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-03-20","","2500","","","","","0.869048891067505","0.794407372100413","","22","","125","159","","","0.812850209899836","46.67","47","1","1","0","0","","","","","","","","","","","","","","","","",""
"Running","Run","","0.833333333333333","","2023-03-20","","8032.4501953125","267","442","833.853","","0.867598056793213","2.57200002670288","","168","","142","154","","","0.685605016070121","40.38","33","17","1","0","0","","","","","","43","1","0","0","0","","","","","","",""
"Aerobic Speed","Bike","","1.33333333333333","","2023-03-21","","43330.19140625","180","291","958.742","","1.47551584243774","8.1569995880127","","72","","130","156","","","0.792613076778852","84.43","5","62","22","0","0","","","","","","53","5","2","10","18","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-03-22","","3000","","","","","1.00985917157597","0.821692686935086","","23","","121","145","","","0.839411981472665","59.73","52","0","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Bike","Bike","","1","","2023-03-23","","21552.26953125","174","272","420.173","","0.670000016689301","8.9350004196167","","79","","122","133","","","0.686567538034868","31.19","6","35","0","0","0","","","","","","35","4","0","0","0","","","","","","",""
"Running","Run","","0.416666666666667","","2023-03-23","","3751.8701171875","281","411","372.145","","0.36741054058075","2.83699989318848","","175","","142","153","","","0.709817538946409","18.13","15","6","0","0","0","","","","","","19","1","0","0","0","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-03-24","","3600","","","","","1.24049750539992","0.805188995750391","","23","","134","169","","","0.820014116463038","68.4","53","7","11","0","0","","","","","","","","","","","","","","","","",""
"Running","Run","","0.583333333333333","","2023-03-25","","5813.990234375","","","","","0.61958783864975","2.60700011253357","","171","","146","158","","","0.691364688915592","32.44","17","15","5","0","0","","","","","","","","","","","","","","","","",""
"Bike Aerobic Speed","Bike","","3","","2023-03-25","","88662.6796875","174","322","1968.109","","3.13711977005005","7.84999990463257","","76","","133","154","","","0.717582326003025","154.29","7","156","24","0","0","","","","","","128","40","14","3","3","","","","","","",""
"Aerobic Bike","Bike","","2.5","","2023-03-26","","72762.8515625","174","353","1575.839","","2.51244521141052","8.04399967193604","","80","","134","147","","","0.686395841212632","117.82","0","149","0","0","0","","","","","","130","13","3","2","3","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-03-27","","1775","","","","","0.641603333685133","0.764098148945329","","21","","112","128","","","0.781711442047335","30.65","24","0","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Speed","Bike","","1","","2023-03-28","","33155.94921875","187","308","677.004","","1.00545918941498","9.15900039672852","","79","","133","157","","","0.76782826341267","58.85","1","45","14","0","0","","","","","","40","5","1","4","11","","","","","","",""
"Running","Run","","0.416666666666667","","2023-03-28","","4201.72998046875","275","318","419.629","","0.423112213611603","2.75799989700317","","176","","144","151","","","0.692493227114216","19.91","16","9","0","0","0","","","","","","23","0","0","0","0","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-03-29","","2000","","","","","0.658611667950948","0.839630562552477","","23","","127","163","","","0.858055340216114","41.61","29","3","2","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Bike","Bike","","1","","2023-03-30","","32502.419921875","174","289","631.479","","1.00527775287628","8.98099994659424","","78","","126","142","","","0.688657791668613","47.4","2","58","0","0","0","","","","","","53","6","1","0","0","","","","","","",""
"Running","Run","","0.583333333333333","","2023-03-30","","5854.39013671875","279","355","588.974","","0.587160289287567","2.76999998092651","","177","","145","153","","","0.69994356508212","28.36","20","16","0","0","0","","","","","","33","0","0","0","0","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-03-31","","3600","","","","","1.23551528294881","0.805729632945389","","22","","134","173","","","0.823320828081784","68.95","48","2","17","2","0","","","","","","","","","","","","","","","","",""
"Running","Run","","0.833333333333333","","2023-04-01","","8354.900390625","","","","","0.867379665374756","2.67600011825562","","172","","150","160","","","0.727486761573148","50.66","13","16","23","0","0","","","","","","","","","","","","","","","","",""
"Bike Aerobic Speed","Bike","","3","","2023-04-02","","89491.921875","178","326","1966.815","","3.05796241760254","8.12899971008301","","78","","140","157","","","0.714835043144455","153.14","4","127","53","0","0","","","","","","126","49","3","2","3","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-04-03","","2500","","","","","0.854940835634867","0.809323405632891","","22","","123","154","","","0.826263694601596","48.23","44","2","0","0","0","","","","","","","","","","","","","","","","",""
"Running","Run","","0.833333333333333","","2023-04-03","","9014.490234375","216","348","900.207","","1.1569836139679","2.16400003433228","","140","","133","160","","","0.65369767449414","49","34","15","7","0","0","","","","","","37","2","0","0","0","","","","","","",""
"IRONMAN 70.3 Power Slope","Bike","Warm Up: 5 mins in Z1-2, 5 x (15 secs in Z3, 15 secs Z1-2, 15 secs in Z4, 15 secs in Z1-2) 5 mins in Z2. Main Set: 1 x (12 mins in Z3 + 8 mins in Z4), 4 mins recovery in Z1-2, 1 x (8 mins in Z3 + 5 mins in Z4), 3 mins recovery in Z1-2, 1 x (5 mins in Z3 + 3 mins in Z4), 2 mins recovery in Z1-2. Warm down. 5 mins in Z1-2.","1.33333333333333","","2023-04-04","","44734.5390625","189","293","939.627","","1.37403357028961","9.04300022125244","","77","","132","149","","","0.77857124456941","81.38","2","71","9","0","0","","","","","","35","21","12","10","4","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-04-05","","2700","","","","","0.900191113154093","0.827205882352941","","22","","124","146","","","0.847507921652011","54.8","50","0","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Bike","Bike","","1","","2023-04-06","","32470.7890625","174","266","630.873","","1.00707674026489","8.95600032806396","","79","","125","138","","","0.687798577137485","47.19","2","58","0","0","0","","","","","","54","6","0","0","0","","","","","","",""
"Running","Run","","0.416666666666667","","2023-04-06","","5086.97021484375","297","377","517.856","","0.484476387500763","2.91700005531311","","175","","148","158","","","0.745607114390788","26.48","8","15","6","0","0","","","","","","26","2","0","0","0","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-04-07","","3300","","","","","1.11635472509596","0.816831683168317","","22","","124","150","","","0.835269163180071","65.06","60","0","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Bike","Bike","","1.5","","2023-04-07","","48738.62890625","173","300","941.93","","1.50499999523163","8.99499988555908","","79","","128","143","","","0.686274346973604","70.5","1","89","0","0","0","","","","","","79","8","1","1","1","","","","","","",""
"Bike Aerobic Speed","Bike","","3","","2023-04-08","","88812.4921875","178","349","1932.741","","3.00415778160095","8.21100044250488","","78","","141","153","","","0.706651235962616","149.44","1","138","41","0","0","","","","","","123","42","5","3","6","","","","","","",""
"Aerobic Bike","Bike","","0.5","","2023-04-09","","16280.330078125","175","315","319.94","","0.506111085414886","8.9350004196167","","77","","130","137","","","0.694978285614155","24.03","1","30","0","0","0","","","","","","26","4","0","0","1","","","","","","",""
"Running","Run","","0.583333333333333","","2023-04-09","","5253.5400390625","280","330","541.035","","0.536752820014954","2.71900010108948","","176","","148","156","","","0.703924456324281","26.23","12","17","3","0","0","","","","","","31","0","0","0","0","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-04-10","","2700","","","","","0.879317502445645","0.846925972396487","","23","","155","192","","","0.867626423080321","57.43","18","5","11","4","14","","","","","","","","","","","","","","","","",""
"Running","Run","","1","","2023-04-10","","9804.5498046875","274","326","990.077","","1.00476729869843","2.71099996566772","","178","","145","155","","","0.685840800016166","46.81","32","27","1","0","0","","","","","","55","0","0","0","0","","","","","","",""
"IRONMAN 70.3 Power Slope","Bike","Warm Up: 5 mins in Z1-2, 5 x (15 secs in Z3, 15 secs Z1-2, 15 secs in Z4, 15 secs in Z1-2) 5 mins in Z2. Main Set: 1 x (12 mins in Z3 + 8 mins in Z4), 4 mins recovery in Z1-2, 1 x (8 mins in Z3 + 5 mins in Z4), 3 mins recovery in Z1-2, 1 x (5 mins in Z3 + 3 mins in Z4), 2 mins recovery in Z1-2. Warm down. 5 mins in Z1-2.","1.33333333333333","","2023-04-11","","45115.671875","184","319","952.41","","1.43054282665253","8.76000022888184","","74","","138","158","","","0.778954086396189","82.47","2","54","29","0","0","","","","","","38","20","13","10","4","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-04-12","","2200","","","","","0.734087226125929","0.830502076255191","","23","","155","177","","","0.846817329836917","44.58","8","7","26","2","0","","","","","","","","","","","","","","","","",""
"Aerobic Bike","Bike","","1","","2023-04-13","","32494.390625","174","265","632.904","","1.00517857074738","8.97900009155273","","77","","131","142","","","0.690176172580961","47.49","0","60","0","0","0","","","","","","53","6","0","0","0","","","","","","",""
"Running","Run","","0.5","","2023-04-13","","5416.6201171875","306","366","554.944","","0.503154158592224","2.99000000953674","","180","","159","170","","","0.768783769882675","29.32","1","4","25","0","0","","","","","","25","5","0","0","0","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-04-14","","3000","","","","","0.992034169832865","0.837053571428571","","23","","131","152","","","0.854494647461332","61.89","50","5","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Bike","Bike","","1.5","","2023-04-15","","48687.109375","173","338","940.881","","1.50333333015442","8.99600028991699","","79","","133","144","","","0.684497767336205","70.24","0","90","0","0","0","","","","","","78","8","1","1","2","","","","","","",""
"Running","Run","","0.5","","2023-04-15","","5438.39990234375","280","350","554.61","","0.550440013408661","2.74399995803833","","180","","149","162","","","0.701464936771639","26.73","11","10","12","0","0","","","","","","32","0","0","0","0","","","","","","",""
"Bike Aerobic Speed","Bike","","3.5","","2023-04-16","","104615.8828125","181","363","2318.97","","3.5432231426239","8.20100021362305","","79","","138","149","","","0.722540704662438","182.95","2","200","10","0","0","","","","","","125","74","6","3","6","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-04-17","","2400","","","","","0.752094447877672","0.883002207505519","","22","","120","142","","","0.901682378443837","55.14","40","0","0","0","0","","","","","","","","","","","","","","","","",""
"Running","Run","","1","","2023-04-17","","10026.599609375","","","","","1.02675533294678","2.71300005912781","","176","","143","151","","","0.714282987964186","58.08","48","14","0","0","0","","","","","","","","","","","","","","","","",""
"IRONMAN 70.3 Power Slope","Bike","Warm Up: 5 mins in Z1-2, 5 x (15 secs in Z3, 15 secs Z1-2, 15 secs in Z4, 15 secs in Z1-2) 5 mins in Z2. Main Set: 1 x (12 mins in Z3 + 8 mins in Z4), 4 mins recovery in Z1-2, 1 x (8 mins in Z3 + 5 mins in Z4), 3 mins recovery in Z1-2, 1 x (5 mins in Z3 + 3 mins in Z4), 2 mins recovery in Z1-2. Warm down. 5 mins in Z1-2.","1.33333333333333","","2023-04-18","","41037.91015625","194","310","934.844","","1.33725142478943","8.52400016784668","","79","","135","152","","","0.780333030099776","80.94","1","68","11","0","0","","","","","","33","20","13","10","4","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-04-19","","3400","","","","","1.0191741683748","0.923160467010589","","22","","125","155","","","0.942638628209831","85.37","50","4","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Bike","Bike","","1","","2023-04-20","","32430.740234375","174","329","629.722","","1.00417864322662","8.9709997177124","","77","","127","140","","","0.687660558469912","47.01","1","59","0","0","0","","","","","","53","6","1","0","0","","","","","","",""
"Running","Run","","0.5","","2023-04-20","","5576.97021484375","300","365","576.808","","0.5343297123909","2.8989999294281","","178","","152","164","","","0.760775326155416","30.42","5","5","22","0","0","","","","","","24","7","0","0","0","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-04-21","","2400","","","","","0.716765281359355","0.926640926640927","","23","","124","146","","","0.946126058576139","60.7","38","0","0","0","0","","","","","","","","","","","","","","","","",""
"Running","Run","","0.583333333333333","","2023-04-22","","5803.7001953125","272","499","593.886","","0.605194449424744","2.66400003433228","","175","","149","156","","","0.689379783631775","28.39","11","18","7","0","0","","","","","","33","0","0","0","0","","","","","","",""
"Aerobic Bike","Bike","","3.5","","2023-04-22","","102914.59375","173","376","2211.224","","3.53688812255859","8.08199977874756","","78","","138","158","","","0.687799501508736","165.01","1","177","35","0","0","","","","","","177","19","5","3","8","","","","","","",""
"Aerobic Bike","Bike","","2.5","","2023-04-23","","82915.7421875","175","376","1586.557","","2.50527787208557","9.19299983978271","","80","","129","139","","","0.691892502528648","119.25","1","149","0","0","0","","","","","","122","18","3","2","5","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-04-24","","2300","","","","","0.675939168830713","0.939158840342997","","21","","122","144","","","0.961468246854637","60.08","34","0","0","0","0","","","","","","","","","","","","","","","","",""
"Running","Run","","1.16666666666667","","2023-04-24","","11454.26953125","274","384","1171.719","","1.18780851364136","2.67899990081787","","173","","144","154","","","0.703902888752939","58.56","39","32","0","0","0","","","","","","66","1","0","0","0","","","","","","",""
"Aerobic Bike","Bike","","1.33333333333333","","2023-04-25","","43802.7890625","173","445","838.184","","1.34160280227661","9.06900024414063","","78","","127","135","","","0.685578585813871","62.35","2","79","0","0","0","","","","","","70","8","1","0","1","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-04-26","","2600","","","","","0.797329170438978","0.902151283830673","","22","","121","149","","","0.921404689174562","62.37","40","0","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Bike","Bike","","1","","2023-04-27","","21453.880859375","173","309","419.203","","0.671648621559143","8.87199974060059","","76","","128","137","","","0.687507434378718","31.3","1","39","0","0","0","","","","","","35","4","0","0","0","","","","","","",""
"Running","Run","","0.583333333333333","","2023-04-27","","5659.240234375","284","357","580.125","","0.567138850688934","2.7720000743866","","179","","146","154","","","0.714243110688645","28.54","18","16","1","0","0","","","","","","33","0","0","0","0","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-04-28","","3300","","","","","0.957993615998162","0.951008645533141","","23","","124","150","","","0.973343309883613","88.34","50","0","0","0","0","","","","","","","","","","","","","","","","",""
"Running","Run","","0.583333333333333","","2023-04-29","","5694.27001953125","","","","","0.592006981372833","2.67199993133545","","177","","146","158","","","0.714485753310652","33.06","17","14","5","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Bike","Bike","","1.5","","2023-04-29","","48009.6796875","162","336","925.567","","1.58547556400299","8.41100025177002","","76","","133","148","","","0.670700297863528","67.46","5","88","2","0","0","","","","","","85","7","1","1","1","","","","","","",""
"Aerobic Bike","Bike","","2.5","","2023-04-30","","81857.3671875","165","337","1559.043","","2.61975908279419","8.67899990081787","","76","","133","155","","","0.674428792936641","114.06","5","146","6","0","0","","","","","","141","11","2","1","2","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-05-01","","2200","","","","","0.670403057204352","0.905722519555373","","21","","120","143","","","0.927259770096574","53.45","35","0","0","0","0","","","","","","","","","","","","","","","","",""
"Running","Run","","1.16666666666667","","2023-05-01","","11605.849609375","","","","","1.18367445468903","2.72399997711182","","175","","148","164","","","0.732949386210366","70.75","22","36","12","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Bike","Bike","","1.33333333333333","","2023-05-02","","44449.62890625","180","380","868.957","","1.33888030052185","9.2209997177124","","79","","133","147","","","0.738182169033009","72.43","1","78","1","0","0","","","","","","64","5","1","1","10","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-05-03","","3100","","","","","0.939409725930956","0.911764705882353","","22","","118","136","","","0.932441007350191","76.16","47","0","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Bike","Bike","","1","","2023-05-04","","32856.1015625","172","288","623.307","","1.00333333015442","9.0959997177124","","79","","134","144","","","0.679795254760127","45.9","1","60","0","0","0","","","","","","54","5","1","0","0","","","","","","",""
"Running","Run","","0.583333333333333","","2023-05-04","","6006.97021484375","284","384","615.974","","0.603219747543335","2.76600003242493","","173","","149","159","","","0.725391477698682","31.29","8","16","12","0","0","","","","","","32","1","0","0","0","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-05-05","","2500","","","","","0.786561947928535","0.878117316473481","","21","","117","136","","","0.898094009477336","56.98","39","0","0","0","0","","","","","","","","","","","","","","","","",""
"Race Practice Ride","Bike","Warm Up: 30 mins in Z2. Main Set: 8 x (10 mins in Z3 + 5 mins in Z2). Warm Down: 30 mins in Z1-2.","3","","2023-05-06","This ride is designed to simulate race day, including efforts at race pace with short recoveries. You will benefit both psychologically and physiologically from this ride.","86059.3125","172","351","1983.697","","3.19386386871338","7.48400020599365","","69","","145","167","","","0.756725119093471","163.37","4","62","111","15","0","","","","","","109","23","39","15","5","","","","","","",""
"Running","Run","","0.583333333333333","","2023-05-06","","5808.06982421875","281","348","591.788","","0.583947479724884","2.76300001144409","","178","","154","169","","","0.706517095384481","28.8","2","8","25","0","0","","","","","","33","0","0","0","0","","","","","","",""
"Aerobic Bike","Bike","","2.5","","2023-05-07","","83390.453125","178","372","1612.291","","2.51012825965881","9.22799968719482","","79","","134","148","","","0.702290671004278","123.34","1","149","1","0","0","","","","","","116","30","2","1","2","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-05-08","","2400","","","","","0.74400861369239","0.891861761426979","","21","","120","154","","","0.911481800205508","56.34","39","0","0","0","0","","","","","","","","","","","","","","","","",""
"Running","Run","","1.33333333333333","","2023-05-08","","13607.3603515625","283","355","1385.367","","1.36097252368927","2.77699995040894","","175","","149","158","","","0.718533294862358","69.77","17","45","20","0","0","","","","","","77","1","0","0","0","","","","","","",""
"Aerobic Bike","Bike","","1.33333333333333","","2023-05-09","","43919.26953125","173","338","841.715","","1.3494656085968","9.03999996185303","","77","","128","140","","","0.683102744181693","62.05","1","79","0","0","0","","","","","","74","6","1","0","0","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-05-10","","3400","","","","","1.05425639364454","0.894736842105263","","22","","134","180","","","0.911270679291356","79.78","46","1","10","2","1","","","","","","","","","","","","","","","","",""
"Aerobic Bike","Bike","","1","","2023-05-11","","32936.5","173","264","627.087","","1.00477087497711","9.10499954223633","","76","","131","144","","","0.683643998342993","46.49","0","60","0","0","0","","","","","","55","4","0","0","0","","","","","","",""
"Running","Run","","0.583333333333333","","2023-05-11","","5502.60009765625","288","346","563.344","","0.542250275611877","2.81900000572205","","176","","149","165","","","0.724155056032612","28.06","11","10","12","0","0","","","","","","31","1","0","0","0","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-05-12","","2200","","","","","0.675047225422329","0.901269971323228","","22","","118","139","","","0.920880438115175","52.72","33","0","0","0","0","","","","","","","","","","","","","","","","",""
"Race Practice Ride","Bike","Warm Up: 30 mins in Z2. Main Set: 8 x (10 mins in Z3 + 5 mins in Z2). Warm Down: 30 mins in Z1-2.","3","","2023-05-13","This ride is designed to simulate race day, including efforts at race pace with short recoveries. You will benefit both psychologically and physiologically from this ride.","93741.7890625","175","329","2174.467","","3.43706846237183","7.57600021362305","","70","","142","167","","","0.782746346783188","185.64","8","75","120","3","0","","","","","","112","17","34","32","11","","","","","","",""
"Running","Run","","0.583333333333333","","2023-05-13","","5814.10009765625","281","390","591.281","","0.584311366081238","2.76399993896484","","176","","152","159","","","0.708024954406116","28.89","2","15","18","0","0","","","","","","32","1","0","0","0","","","","","","",""
"Aerobic Bike","Bike","","2.5","","2023-05-14","","82375.046875","168","362","1589.927","","2.62658858299255","8.71100044250488","","76","","129","145","","","0.689024346727169","118.78","8","149","0","0","0","","","","","","134","19","2","1","2","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-05-15","","2400","","","","","0.734978057013618","0.899550224887556","","21","","116","130","","","0.922681029869411","57.73","35","0","0","0","0","","","","","","","","","","","","","","","","",""
"Running","Run","","1.33333333333333","","2023-05-15","","13401.2001953125","278","394","1357.53","","1.35579085350037","2.74600005149841","","175","","146","156","","","0.706449387894218","67.36","36","39","5","0","0","","","","","","74","1","0","0","0","","","","","","",""
"Aerobic Bike","Bike","","1.33333333333333","","2023-05-16","","43673.328125","170","320","825.27","","1.34153783321381","9.04199981689453","","76","","128","140","","","0.673997310799528","60.62","1","80","0","0","0","","","","","","72","7","1","0","1","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-05-17","","3800","","","","","1.20061361524794","0.877598152424942","","21","","122","141","","","0.894324350573663","85.88","67","0","0","0","0","","","","","","","","","","","","","","","","",""
"Running","Run","","0.583333333333333","","2023-05-18","","5724.5","287","372","587.296","","0.567232489585876","2.80299997329712","","175","","145","156","","","0.726935791347611","29.6","19","12","3","0","0","","","","","","30","2","0","0","0","","","","","","",""
"Aerobic Bike","Bike","","1","","2023-05-18","","32620.470703125","170","292","620.326","","1.00883805751801","8.98099994659424","","77","","130","145","","","0.677517949171377","46","1","59","0","0","0","","","","","","53","5","1","0","1","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-05-19","","2600","","","","","0.799741668701172","0.899342787962643","","22","","114","127","","","0.918625182618376","62","39","0","0","0","0","","","","","","","","","","","","","","","","",""
"Lactate Test","Bike","","1.96666666666667","","2023-05-20","","94237.9609375","157","326","1870.664","","3.29433274269104","7.94600009918213","","70","","136","171","","","0.680840736328802","136.55","11","139","44","4","0","","","","","","168","12","5","3","10","","","","","","",""
"Running","Run","","0.583333333333333","","2023-05-20","","5255.47998046875","278","336","535.41","","0.533668637275696","2.73600006103516","","175","","153","161","","","0.701037278487628","25.8","2","12","18","0","0","","","","","","29","0","0","0","0","","","","","","",""
"Indoor Cycling","Bike","","","","2023-05-20","","77759.03125","154","376","1590.358","","2.88024139404297","7.49900007247925","","80","","","","","","0.69858892662486","140.06","","","","","","","","","","","134","17","5","3","14","","","","","","",""
"Aerobic Bike","Bike","","2.5","","2023-05-21","","61100.76953125","170","336","1254.667","","2.04379391670227","8.30399990081787","","78","","133","155","","","0.680787292697679","92.8","2","115","5","0","0","","","","","","108","11","1","1","2","","","","","","",""
"Aerobic Bike","Bike","","1.5","","2023-05-22","","38640.19140625","167","720","851.388","","1.42369854450226","7.53900003433228","","83","","136","170","","","0.836606674895562","98.94","4","67","14","1","0","","","","","","52","12","5","3","14","","","","","","",""
"Lap Swimming","Swim","","1","2800","2023-05-22","","2800","","","","","0.850128337012397","0.911161731207289","","22","","122","143","","","0.930654029390384","68.53","46","0","0","0","0","","","","","","","","","","","","","","","","",""
